,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
13349,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,105,1,1,0.51,2,364
13351,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,60,3,1,0.06,1,113
13352,Pankow,Prenzlauer Berg Nord,Private room,27,3,5,0.3,1,0
13353,Pankow,Prenzlauer Berg Nord,Private room,30,2,12,0.84,1,0
13354,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,33,1,3,0.19,1,313
13355,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,85,7,9,0.56,1,61
13357,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,45,1,5,0.3,2,0
13358,Pankow,Helmholtzplatz,Entire home/apt,75,3,36,2.41,1,25
13359,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,45,30,2,0.13,1,0
13360,Pankow,Helmholtzplatz,Private room,30,1,2,0.12,1,0
13361,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,42,2,44,2.76,1,112
13362,Mitte,Parkviertel,Private room,39,1,5,0.31,2,357
13363,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,52,4,10,0.6,1,0
13364,Mitte,Wedding Zentrum,Private room,37,1,2,0.12,3,0
13365,Tempelhof - Schöneberg,Friedenau,Private room,23,2,20,1.25,1,1
13366,Mitte,Moabit West,Entire home/apt,55,61,1,0.08,1,129
13370,Mitte,Moabit West,Private room,40,4,4,0.25,1,59
13371,Mitte,Tiergarten Süd,Entire home/apt,94,2,4,0.26,2,0
13372,Tempelhof - Schöneberg,Tempelhof,Entire home/apt,53,28,6,0.39,1,70
13375,Lichtenberg,Alt-Lichtenberg,Private room,28,2,6,1.43,1,23
13376,Mitte,Brunnenstr. Süd,Private room,45,5,6,0.41,1,0
13379,Pankow,Prenzlauer Berg Süd,Private room,85,30,4,0.24,1,36
13381,Charlottenburg-Wilm.,Otto-Suhr-Allee,Entire home/apt,45,1,13,0.81,1,0
13382,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,40,2,11,0.68,1,0
13384,Mitte,Brunnenstr. Süd,Private room,45,2,35,2.12,1,20
13385,Pankow,Prenzlauer Berg Süd,Entire home/apt,200,2,11,0.71,1,355
13386,Mitte,Alexanderplatz,Entire home/apt,88,2,2,0.13,1,0
13387,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,65,1,12,0.74,7,21
13388,Treptow - Köpenick,Alt  Treptow,Private room,100,5,4,0.27,1,54
13389,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,65,3,2,0.12,1,0
13390,Neukölln,Rixdorf,Private room,30,2,65,4.06,1,7
13391,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,35,3,54,3.3,1,126
13392,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,55,4,10,0.61,1,7
13393,Mitte,Tiergarten Süd,Entire home/apt,45,4,22,1.53,1,31
13395,Pankow,Helmholtzplatz,Entire home/apt,55,4,19,1.15,1,0
13396,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,45,2,4,0.25,1,0
13397,Neukölln,Britz,Entire home/apt,55,5,1,0.07,1,0
13398,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,39,4,7,0.43,1,0
13399,Marzahn - Hellersdorf,Mahlsdorf,Entire home/apt,70,5,1,0.06,1,0
13400,Pankow,Prenzlauer Berg Ost,Entire home/apt,72,3,30,2.1,1,4
13401,Mitte,Moabit Ost,Private room,30,4,5,0.31,3,0
13402,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,30,3,16,1.05,1,0
13403,Pankow,Prenzlauer Berg Südwest,Entire home/apt,120,90,1,0.06,1,364
13404,Mitte,Alexanderplatz,Shared room,30,2,99,6.0,1,1
13405,Steglitz - Zehlendorf,Drakestr.,Entire home/apt,120,2,17,1.05,1,313
13406,Mitte,Parkviertel,Private room,20,28,4,0.28,2,0
13407,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,60,2,4,0.26,1,170
13408,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,59,2,3,0.24,1,0
13410,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,94,3,15,0.97,1,23
13411,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,42,2,2,0.14,1,0
13412,Pankow,Prenzlauer Berg Südwest,Entire home/apt,80,5,41,2.51,1,313
13413,Neukölln,Schillerpromenade,Entire home/apt,49,1,9,0.55,1,0
13415,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,50,3,2,0.12,1,0
13416,Mitte,Alexanderplatz,Private room,65,3,2,0.12,1,0
13418,Pankow,Pankow Zentrum,Entire home/apt,130,6,8,0.52,1,20
13421,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,62,2,2,0.12,1,0
13422,Neukölln,Reuterstraße,Private room,27,2,10,0.66,1,28
13423,Pankow,Prenzlauer Berg Ost,Entire home/apt,130,4,4,0.24,1,283
13424,Pankow,Prenzlauer Berg Nordwest,Private room,50,2,71,4.34,2,314
13425,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,44,2,18,1.12,1,0
13426,Mitte,Moabit Ost,Private room,30,1,1,0.06,1,35
13427,Mitte,Brunnenstr. Nord,Private room,60,5,8,0.5,1,53
13428,Lichtenberg,Neu Lichtenberg,Private room,20,29,28,1.72,2,107
13429,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,40,1,55,3.37,1,75
13430,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,49,20,14,0.84,2,33
13431,Pankow,Prenzlauer Berg Südwest,Entire home/apt,50,12,1,0.06,1,159
13432,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,36,4,4,0.26,1,0
13433,Neukölln,Reuterstraße,Entire home/apt,50,7,2,0.13,1,0
13434,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,69,4,26,1.69,2,12
13435,Neukölln,Schillerpromenade,Private room,26,3,13,0.82,1,0
13436,Pankow,Prenzlauer Berg Ost,Private room,31,1,35,2.14,1,8
13437,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,69,2,2,0.14,1,0
13438,Pankow,Prenzlauer Berg Südwest,Entire home/apt,180,1,93,5.85,5,193
13439,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,40,5,3,0.18,1,9
13440,Neukölln,Rixdorf,Private room,49,3,9,0.6,1,0
13441,Neukölln,Neuköllner Mitte/Zentrum,Private room,28,1,5,0.74,1,17
13442,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,30,2,9,0.59,2,28
13443,Mitte,Brunnenstr. Süd,Private room,29,3,12,0.73,2,0
13444,Neukölln,Neuköllner Mitte/Zentrum,Private room,40,2,2,0.12,1,0
13445,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,38,3,18,1.09,2,0
13446,Pankow,Helmholtzplatz,Private room,58,2,49,3.0,1,167
13447,Neukölln,Neuköllner Mitte/Zentrum,Private room,100,2,4,0.24,1,220
13448,Pankow,Weißensee,Entire home/apt,35,2,1,0.06,1,0
13449,Treptow - Köpenick,Oberschöneweide,Entire home/apt,100,3,23,1.62,1,82
13451,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,30,9,7,0.43,2,0
13452,Neukölln,Rixdorf,Entire home/apt,59,1,65,4.0,3,289
13453,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,85,3,16,1.03,1,1
13455,Spandau,Wilhelmstadt,Entire home/apt,36,30,1,0.3,19,283
13456,Neukölln,Reuterstraße,Entire home/apt,45,60,43,2.85,1,115
13457,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,99,6,3,0.19,2,171
13458,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,35,7,13,0.9,1,0
13459,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,80,2,35,2.18,1,256
13460,Neukölln,Reuterstraße,Private room,90,1,6,0.37,1,0
13461,Lichtenberg,Neu-Hohenschönhausen Nord,Private room,20,2,4,0.27,1,13
13463,Steglitz - Zehlendorf,Zehlendorf  Nord,Entire home/apt,104,7,9,0.6,1,228
13464,Tempelhof - Schöneberg,Friedenau,Entire home/apt,85,2,65,3.96,1,66
13465,Charlottenburg-Wilm.,Düsseldorfer Straße,Private room,280,1,3,0.19,1,0
13466,Pankow,Prenzlauer Berg Nordwest,Private room,40,5,29,1.78,1,57
13467,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,25,2,8,0.5,1,0
13468,Mitte,Regierungsviertel,Private room,40,1,59,3.62,1,0
13469,Mitte,Alexanderplatz,Private room,25,1,3,0.29,1,0
13470,Neukölln,Rixdorf,Private room,20,3,17,1.03,2,95
13471,Steglitz - Zehlendorf,Drakestr.,Private room,30,1,8,0.51,1,0
13472,Mitte,Moabit West,Entire home/apt,45,2,4,0.26,1,0
13473,Mitte,Tiergarten Süd,Private room,35,1,9,0.55,1,0
13474,Mitte,Parkviertel,Private room,15,3,4,0.25,1,0
13475,Mitte,Parkviertel,Private room,29,2,9,0.55,1,0
13476,Charlottenburg-Wilm.,Otto-Suhr-Allee,Shared room,59,1,7,0.44,1,0
13477,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,50,3,32,1.98,1,147
13478,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,60,4,6,0.42,1,0
13479,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,35,3,11,0.68,1,0
13480,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,20,10,1,0.13,2,210
13481,Neukölln,Rixdorf,Entire home/apt,40,3,4,0.34,1,0
13482,Lichtenberg,Fennpfuhl,Entire home/apt,45,2,9,0.58,1,0
13483,Neukölln,Neuköllner Mitte/Zentrum,Private room,25,3,7,0.43,1,23
13484,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,57,3,7,0.47,1,0
13485,Mitte,Alexanderplatz,Entire home/apt,120,1,4,0.25,2,35
13486,Steglitz - Zehlendorf,Teltower Damm,Private room,28,7,3,0.19,1,0
13487,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,125,2,1,0.06,2,0
13489,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,30,2,5,0.31,1,6
13490,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,50,3,3,0.18,1,0
13492,Tempelhof - Schöneberg,Friedenau,Private room,23,1,2,0.19,1,0
13494,Mitte,Moabit Ost,Private room,35,3,10,0.63,1,5
13495,Charlottenburg-Wilm.,Heerstrasse,Entire home/apt,200,7,1,0.34,1,46
13496,Neukölln,Schillerpromenade,Entire home/apt,69,3,18,1.21,1,44
13497,Neukölln,Rixdorf,Private room,50,2,7,0.43,2,0
13498,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,60,4,4,1.45,1,159
13499,Lichtenberg,Alt-Lichtenberg,Private room,19,28,10,0.66,1,131
13500,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Entire home/apt,119,3,3,0.2,1,0
13501,Mitte,Brunnenstr. Nord,Entire home/apt,95,3,51,3.56,1,68
13502,Mitte,Wedding Zentrum,Private room,18,1,5,0.31,1,4
13503,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,25,3,9,0.55,1,0
13504,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,79,6,1,0.06,1,310
13505,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,80,2,13,0.8,1,310
13506,Neukölln,Rixdorf,Entire home/apt,40,2,1,0.06,1,0
13507,Mitte,Wedding Zentrum,Private room,25,1,5,0.31,1,0
13508,Pankow,Prenzlauer Berg Nordwest,Private room,30,5,3,0.19,1,0
13510,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,69,2,14,0.93,17,365
13511,Lichtenberg,Friedrichsfelde Nord,Private room,40,2,23,1.46,1,22
13512,Neukölln,Schillerpromenade,Entire home/apt,55,5,1,0.07,1,0
13513,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,17,2,2,0.13,1,0
13514,Lichtenberg,Neu-Hohenschönhausen Nord,Private room,27,2,2,0.14,1,0
13515,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,179,5,1,0.94,2,87
13516,Mitte,Regierungsviertel,Private room,52,2,2,0.12,1,0
13517,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,30,1,48,2.94,1,6
13518,Neukölln,Neuköllner Mitte/Zentrum,Private room,39,2,22,1.34,1,0
13519,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,42,7,4,0.25,1,0
13520,Neukölln,Reuterstraße,Private room,45,2,28,1.74,1,17
13521,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,60,4,1,0.13,1,0
13522,Mitte,Wedding Zentrum,Private room,30,3,9,0.62,1,0
13523,Neukölln,Neuköllner Mitte/Zentrum,Private room,24,4,6,0.45,1,0
13524,Mitte,Wedding Zentrum,Private room,70,1,40,2.45,1,84
13525,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,30,1,50,3.04,1,0
13526,Reinickendorf,West 1,Private room,50,1,58,3.58,1,168
13527,Charlottenburg-Wilm.,Otto-Suhr-Allee,Entire home/apt,75,2,10,0.7,2,63
13528,Charlottenburg-Wilm.,Westend,Entire home/apt,86,3,22,1.53,1,143
13530,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,80,2,11,0.69,2,0
13533,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,25,3,1,0.06,1,0
13534,Pankow,Prenzlauer Berg Süd,Private room,40,2,2,0.53,2,0
13536,Pankow,Prenzlauer Berg Südwest,Entire home/apt,109,3,12,0.84,1,48
13537,Reinickendorf,Nord 2,Entire home/apt,100,2,50,3.11,1,129
13538,Neukölln,Rixdorf,Private room,80,2,5,0.32,4,0
13539,Lichtenberg,Neu Lichtenberg,Entire home/apt,83,4,5,0.32,2,0
13540,Lichtenberg,Alt-Lichtenberg,Entire home/apt,85,3,4,0.26,1,278
13543,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,65,4,2,0.13,1,0
13545,Charlottenburg-Wilm.,Heerstrasse,Private room,22,1,2,0.12,1,0
13546,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,57,1,17,1.05,6,284
13548,Neukölln,Reuterstraße,Private room,35,1,64,3.92,1,362
13549,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,120,4,37,2.32,5,166
13550,Charlottenburg-Wilm.,Otto-Suhr-Allee,Private room,24,3,1,0.06,1,0
13551,Reinickendorf,Ost 2,Private room,25,2,35,2.19,1,133
13552,Neukölln,Schillerpromenade,Private room,27,4,2,0.12,1,0
13553,Neukölln,Reuterstraße,Private room,27,2,12,0.75,1,0
13556,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,131,7,5,0.32,2,310
13557,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,33,1,1,0.06,1,0
13558,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,50,1,2,0.12,1,0
13559,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,45,1,10,0.61,1,0
13560,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,89,4,37,2.3,5,169
13561,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,50,5,13,0.8,1,16
13562,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,39,2,3,0.19,1,304
13563,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,46,7,3,0.19,1,0
13564,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,65,2,14,0.86,1,23
13565,Mitte,Moabit West,Entire home/apt,55,90,40,2.48,6,344
13566,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,125,4,43,2.69,5,137
13567,Pankow,Helmholtzplatz,Entire home/apt,76,12,2,0.28,1,35
13568,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,55,3,7,0.43,1,0
13569,Mitte,Osloer Straße,Private room,32,2,4,0.25,1,0
13570,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,45,5,2,0.13,2,0
13571,Mitte,Moabit West,Entire home/apt,70,90,37,2.3,5,360
13572,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,120,3,45,2.8,5,175
13573,Mitte,Wedding Zentrum,Private room,24,2,2,0.13,1,0
13575,Pankow,Pankow Süd,Entire home/apt,65,3,1,0.08,1,0
13576,Pankow,Pankow Zentrum,Entire home/apt,80,5,6,0.41,1,67
13577,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,19,10,13,0.79,2,16
13579,Charlottenburg-Wilm.,Wiesbadener Straße,Private room,28,2,6,0.4,1,0
13581,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,180,3,15,0.94,1,18
13582,Mitte,Parkviertel,Private room,22,2,2,0.13,1,0
13583,Mitte,Brunnenstr. Nord,Private room,46,3,5,0.48,1,4
13584,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,94,5,1,0.07,1,0
13585,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,29,3,32,2.03,1,224
13586,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,150,6,3,0.21,1,0
13587,Neukölln,Reuterstraße,Private room,30,2,5,0.31,2,0
13588,Mitte,Alexanderplatz,Entire home/apt,80,2,9,0.57,5,132
13589,Charlottenburg-Wilm.,Düsseldorfer Straße,Private room,30,3,1,0.07,1,0
13590,Neukölln,Rixdorf,Entire home/apt,80,2,10,0.61,1,0
13591,Neukölln,Rixdorf,Entire home/apt,48,3,2,0.13,1,0
13592,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Entire home/apt,80,4,3,0.18,1,0
13594,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Private room,28,2,5,1.01,1,0
13595,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,35,3,1,0.06,1,0
13596,Mitte,Moabit Ost,Private room,35,2,1,0.06,1,0
13597,Pankow,Prenzlauer Berg Nordwest,Private room,20,4,11,0.68,1,68
13598,Pankow,Helmholtzplatz,Entire home/apt,50,1,3,0.23,1,0
13599,Treptow - Köpenick,Alt  Treptow,Private room,45,9,8,0.5,1,4
13600,Neukölln,Rixdorf,Private room,22,5,6,0.41,1,0
13601,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,60,7,2,0.13,1,0
13602,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,50,3,37,2.39,1,37
13603,Neukölln,Rixdorf,Entire home/apt,66,6,3,0.19,1,31
13604,Mitte,Alexanderplatz,Entire home/apt,250,3,56,3.89,3,248
13605,Neukölln,Neuköllner Mitte/Zentrum,Private room,27,2,1,0.06,1,0
13606,Pankow,Prenzlauer Berg Nordwest,Private room,37,1,3,0.18,1,0
13607,Treptow - Köpenick,Niederschöneweide,Private room,30,1,5,0.41,1,0
13608,Neukölln,Neuköllner Mitte/Zentrum,Private room,35,1,13,0.8,1,0
13609,Neukölln,Rixdorf,Private room,48,2,4,0.25,1,178
13610,Mitte,Moabit Ost,Private room,20,3,5,0.31,1,0
13611,Mitte,Moabit West,Private room,38,2,4,0.24,1,35
13612,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,43,3,7,0.43,1,0
13614,Mitte,Alexanderplatz,Private room,60,3,1,0.06,1,0
13615,Mitte,Regierungsviertel,Entire home/apt,300,4,8,0.57,15,356
13616,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,25,1,2,0.12,1,0
13617,Mitte,Moabit Ost,Private room,35,3,34,2.13,1,27
13619,Pankow,Weißensee,Private room,13,20,12,0.76,1,0
13620,Pankow,Prenzlauer Berg Südwest,Entire home/apt,140,2,20,1.28,1,4
13622,Marzahn - Hellersdorf,Marzahn-Süd,Entire home/apt,145,3,6,0.37,1,293
13624,Pankow,Prenzlauer Berg Süd,Shared room,17,1,16,0.98,1,349
13625,Mitte,Wedding Zentrum,Private room,38,2,32,1.99,1,334
13626,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,25,2,2,0.13,1,0
13627,Neukölln,Rixdorf,Private room,100,5,5,0.33,1,0
13628,Treptow - Köpenick,Friedrichshagen,Entire home/apt,65,3,30,1.91,1,47
13629,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,20,27,2,0.12,2,0
13630,Neukölln,Köllnische Heide,Private room,20,3,3,0.19,1,0
13631,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,80,2,6,0.37,1,33
13632,Neukölln,Reuterstraße,Entire home/apt,75,6,7,0.47,1,7
13633,Mitte,Alexanderplatz,Entire home/apt,88,1,129,8.34,2,128
13635,Mitte,Brunnenstr. Süd,Entire home/apt,88,1,118,7.36,2,127
13636,Mitte,Parkviertel,Private room,17,3,5,0.32,1,0
13637,Neukölln,Schillerpromenade,Entire home/apt,90,3,3,0.19,1,0
13638,Mitte,Parkviertel,Entire home/apt,60,1,20,1.22,1,63
13639,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,65,2,23,1.44,1,24
13640,Steglitz - Zehlendorf,Schloßstr.,Entire home/apt,80,3,16,1.09,1,273
13641,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,22,90,4,0.26,2,324
13643,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,65,3,9,0.57,1,0
13644,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,45,3,12,0.76,1,352
13645,Pankow,Pankow Süd,Entire home/apt,180,6,3,0.2,1,13
13646,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,100,2,7,0.5,1,9
13647,Pankow,Helmholtzplatz,Entire home/apt,80,2,14,0.9,1,0
13648,Treptow - Köpenick,Alt  Treptow,Private room,50,2,7,0.44,1,0
13651,Neukölln,Neuköllner Mitte/Zentrum,Private room,28,3,3,0.19,2,0
13653,Treptow - Köpenick,Adlershof,Private room,17,1,11,0.85,1,0
13655,Treptow - Köpenick,Dammvorstadt,Private room,13,7,1,0.09,1,0
13656,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,45,30,2,0.12,2,0
13659,Reinickendorf,West 2,Private room,33,1,1,0.16,2,51
13661,Lichtenberg,Alt-Lichtenberg,Entire home/apt,95,3,25,1.67,1,96
13662,Neukölln,Neuköllner Mitte/Zentrum,Private room,26,2,8,0.5,1,0
13663,Pankow,Prenzlauer Berg Süd,Entire home/apt,63,5,2,0.14,2,0
13664,Neukölln,Rixdorf,Private room,16,13,3,0.19,1,0
13665,Mitte,Parkviertel,Entire home/apt,105,4,6,0.39,1,0
13666,Treptow - Köpenick,Alt  Treptow,Private room,24,2,1,0.11,2,58
13667,Pankow,Prenzlauer Berg Nordwest,Private room,70,4,6,0.94,1,0
13668,Tempelhof - Schöneberg,Tempelhof,Private room,24,1,9,0.56,2,0
13669,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,149,1,8,0.63,18,332
13670,Pankow,Prenzlauer Berg Süd,Private room,65,1,5,1.07,1,0
13671,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,169,1,9,0.72,18,330
13672,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,25,1,7,0.43,2,0
13673,Neukölln,Rixdorf,Private room,30,3,2,0.12,2,0
13674,Neukölln,Reuterstraße,Entire home/apt,80,3,2,0.14,1,0
13676,Neukölln,Rixdorf,Entire home/apt,58,4,5,0.33,1,0
13677,Mitte,Moabit West,Private room,35,2,2,0.13,3,0
13678,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Shared room,24,1,16,1.01,1,179
13679,Pankow,Prenzlauer Berg Süd,Entire home/apt,150,5,10,0.65,1,52
13680,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Private room,20,3,1,0.06,1,0
13681,Neukölln,Neuköllner Mitte/Zentrum,Private room,28,3,6,0.37,1,0
13682,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,57,1,83,5.28,1,68
13683,Neukölln,Schillerpromenade,Private room,35,4,14,0.88,1,1
13684,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,49,1,60,3.71,6,291
13685,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,25,7,1,0.06,1,0
13686,Pankow,Pankow Zentrum,Entire home/apt,40,4,4,0.27,1,129
13687,Charlottenburg-Wilm.,Otto-Suhr-Allee,Entire home/apt,53,2,8,0.51,1,0
13688,Pankow,Pankow Süd,Private room,45,2,4,0.26,1,0
13689,Charlottenburg-Wilm.,Westend,Entire home/apt,37,2,3,0.2,1,0
13690,Neukölln,Rixdorf,Entire home/apt,69,5,1,0.06,2,0
13691,Pankow,Prenzlauer Berg Südwest,Private room,23,1,74,4.71,3,73
13692,Mitte,Moabit Ost,Private room,46,2,3,0.19,1,0
13694,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,45,3,3,0.19,2,0
13695,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,31,3,1,0.06,1,0
13696,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,40,2,3,0.19,1,0
13697,Mitte,Brunnenstr. Süd,Entire home/apt,149,3,16,1.02,1,0
13698,Mitte,Alexanderplatz,Private room,25,4,26,1.67,1,142
13699,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,49,1,64,4.02,6,315
13700,Mitte,Alexanderplatz,Private room,35,5,2,0.13,1,0
13701,Treptow - Köpenick,Oberschöneweide,Entire home/apt,65,3,2,2.0,1,12
13702,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,69,5,1,0.07,1,4
13705,Pankow,Helmholtzplatz,Entire home/apt,55,3,22,1.61,1,6
13706,Pankow,Prenzlauer Berg Südwest,Private room,40,2,11,0.69,1,35
13707,Tempelhof - Schöneberg,Tempelhof,Entire home/apt,47,7,1,0.07,1,0
13709,Pankow,Prenzlauer Berg Süd,Private room,25,2,34,3.91,1,3
13710,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,90,2,1,0.07,2,0
13711,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,41,3,5,0.34,1,0
13712,Mitte,Parkviertel,Private room,20,2,2,0.12,1,0
13713,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,45,2,14,0.88,1,165
13714,Mitte,Moabit West,Entire home/apt,28,7,6,0.38,1,0
13716,Pankow,Prenzlauer Berg Südwest,Private room,50,4,10,0.67,1,215
13717,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,89,2,3,0.19,1,0
13718,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,75,1,8,0.5,2,0
13719,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,45,7,11,0.68,1,0
13720,Pankow,Pankow Süd,Private room,30,2,39,2.41,1,4
13721,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,44,2,1,0.06,1,0
13723,Pankow,Prenzlauer Berg Südwest,Entire home/apt,87,8,1,0.06,2,0
